previous_article,previous_article_text,current_article,current_article_text,number_of_clicks,click_rate
Rome,"[[[2618, 30, 0, 351, 115, 3, 931], [20, 30, 52, 0, 351, 5, 426, 115, 6, 0, 368, 3, 8428, 5, 0, 10096, 368, 3, 86181], [20, 30, 13, 0, 56667, 620, 5, 33, 93, 69], [29, 3470, 21, 0, 11753, 339, 0, 30355, 3, 69, 3, 0, 115, 237, 3, 2618, 22], [61, 0, 1956, 2552, 30, 50, 2618, 30, 580, 0, 11822, 115, 113, 20, 30, 411, 191, 167]], [[2618, 30, 219, 346, 10, 30, 0, 163, 3, 0, 1538, 512, 488, 47, 329, 0, 2216], [18, 682, 6, 0, 4330, 115, 42, 30, 7, 7443, 6, 0, 193, 259, 153, 3, 2618]]]",Venice,"[[[8081, 30, 7, 115, 6, 931], [20, 30, 0, 351, 3, 0, 36070, 368, 42, 30, 6, 0, 193, 322, 3, 0, 123], [0, 485, 3, 0, 23213, 4861, 36630, 42, 30, 8081, 47, 16196, 5, 47, 2545, 30], [237, 30], [0, 485, 3, 8081, 1003, 578, 13, 11073, 22, 7, 7203, 571, 5, 30, 114, 124, 250]], [[8081, 30, 1190, 13, 357, 583, 12, 30, 1350, 21, 4369], [69, 1007, 0, 4369, 21, 109, 357, 1641], [39, 86, 52, 16107, 531, 0, 115, 13, 2377, 150, 2307, 2377, 5, 2822, 2377], [0, 181, 1613, 18195, 1554, 3, 2377, 580, 7, 34706], [0, 447, 6, 8081, 30, 191, 167, 5, 5062, 5, 3439, 326, 25, 64, 74, 0, 85, 4, 253, 101, 5, 0, 4369], [37, 33, 159, 8081, 48, 3, 0, 181, 1613, 115, 6, 0, 85], [0, 181, 1613, 4881, 30, 0, 60684, 1641, 2696, 799, 13663, 5, 0, 56045, 2533], [20, 30, 481, 4, 2715, 12, 8081, 30, 181, 181, 73, 306, 4816, 5, 12, 53, 12358, 0, 115, 7, 530, 25, 1388, 4, 4599, 46, 270, 3, 162, 777], [47, 6020, 5, 1295, 30, 3006, 6, 0, 85, 5, 20, 86, 169, 20436, 22]], [[63, 30, 201, 747, 6, 8081, 34, 20, 30, 149, 0, 181, 814, 3439, 7289, 6, 2592, 931], [359, 62, 0, 115, 9241, 7, 306, 38344, 113, 0, 17222, 30, 159, 25, 6798], [1181, 0, 115, 107, 30, 2215, 10473, 34, 12, 54, 190, 1652], [113, 3, 37, 0, 1031, 78, 30, 1190, 0, 62873, 716, 7, 92, 3, 0, 760, 475, 98, 0, 937, 430, 3708, 12, 43, 7024, 1508, 8081, 9595]]]",89,0.044656297039638734
Palermo,"[[[11973, 30, 7, 1031, 115], [20, 30, 0, 351, 5, 426, 115, 3, 12213], [20, 33, 69, 17, 181, 73, 6, 0, 3909, 237], [20, 33, 7, 1627, 740, 4878, 1948], [0, 115, 465, 7, 7, 4717, 3, 89034], [20, 30, 288, 1956], [7, 589, 5, 4965, 5, 153, 3, 0, 1859, 3, 0, 55, 68777], [49, 1031, 9387, 11973, 2274, 3833], [0, 115, 30, 1211, 2267, 6, 5]]]",Venice,"[[[8081, 30, 7, 115, 6, 931], [20, 30, 0, 351, 3, 0, 36070, 368, 42, 30, 6, 0, 193, 322, 3, 0, 123], [0, 485, 3, 0, 23213, 4861, 36630, 42, 30, 8081, 47, 16196, 5, 47, 2545, 30], [237, 30], [0, 485, 3, 8081, 1003, 578, 13, 11073, 22, 7, 7203, 571, 5, 30, 114, 124, 250]], [[8081, 30, 1190, 13, 357, 583, 12, 30, 1350, 21, 4369], [69, 1007, 0, 4369, 21, 109, 357, 1641], [39, 86, 52, 16107, 531, 0, 115, 13, 2377, 150, 2307, 2377, 5, 2822, 2377], [0, 181, 1613, 18195, 1554, 3, 2377, 580, 7, 34706], [0, 447, 6, 8081, 30, 191, 167, 5, 5062, 5, 3439, 326, 25, 64, 74, 0, 85, 4, 253, 101, 5, 0, 4369], [37, 33, 159, 8081, 48, 3, 0, 181, 1613, 115, 6, 0, 85], [0, 181, 1613, 4881, 30, 0, 60684, 1641, 2696, 799, 13663, 5, 0, 56045, 2533], [20, 30, 481, 4, 2715, 12, 8081, 30, 181, 181, 73, 306, 4816, 5, 12, 53, 12358, 0, 115, 7, 530, 25, 1388, 4, 4599, 46, 270, 3, 162, 777], [47, 6020, 5, 1295, 30, 3006, 6, 0, 85, 5, 20, 86, 169, 20436, 22]], [[63, 30, 201, 747, 6, 8081, 34, 20, 30, 149, 0, 181, 814, 3439, 7289, 6, 2592, 931], [359, 62, 0, 115, 9241, 7, 306, 38344, 113, 0, 17222, 30, 159, 25, 6798], [1181, 0, 115, 107, 30, 2215, 10473, 34, 12, 54, 190, 1652], [113, 3, 37, 0, 1031, 78, 30, 1190, 0, 62873, 716, 7, 92, 3, 0, 760, 475, 98, 0, 937, 430, 3708, 12, 43, 7024, 1508, 8081, 9595]]]",11,0.011375387797311272
Europe,"[[[525, 30, 7, 4944], [20, 30, 0, 556, 153, 3, 32260], [20, 30, 1350, 25, 831, 21, 0, 33112, 2754, 6, 412, 5, 0, 53364, 4782, 6, 1130]], [[525, 30, 13620, 21, 430, 13, 87, 437], [13, 0, 259, 30, 0, 2353, 2561], [4, 0, 193, 30, 0, 7574, 2561], [0, 4878, 937, 1350, 4955, 525, 25, 637]], [[63, 30, 181, 73, 123, 6, 525], [96, 3, 37, 123, 30, 393, 3, 0, 291, 354]], [[525, 1333, 59, 1249, 10511, 1249, 2586], [37, 30, 3, 0, 1828, 2283, 3, 47, 607, 237]], [[19, 3, 59, 93, 69, 682, 6, 6022, 4077, 0, 14683], [104, 471, 358, 3, 251, 5, 659, 1206], [485]], [[525, 159, 3, 0, 85, 2760]], [[525, 3540, 0, 85, 232, 181, 1546, 8555]], [[15118, 6, 525, 14, 0, 85, 365, 583, 1568, 603, 30, 7, 4944]], [[525, 30, 7, 224, 3439, 7289], [69, 326, 25, 64, 74, 0, 85, 4, 253, 47, 109, 85, 3455, 1558, 5, 68, 7289]]]",Venice,"[[[8081, 30, 7, 115, 6, 931], [20, 30, 0, 351, 3, 0, 36070, 368, 42, 30, 6, 0, 193, 322, 3, 0, 123], [0, 485, 3, 0, 23213, 4861, 36630, 42, 30, 8081, 47, 16196, 5, 47, 2545, 30], [237, 30], [0, 485, 3, 8081, 1003, 578, 13, 11073, 22, 7, 7203, 571, 5, 30, 114, 124, 250]], [[8081, 30, 1190, 13, 357, 583, 12, 30, 1350, 21, 4369], [69, 1007, 0, 4369, 21, 109, 357, 1641], [39, 86, 52, 16107, 531, 0, 115, 13, 2377, 150, 2307, 2377, 5, 2822, 2377], [0, 181, 1613, 18195, 1554, 3, 2377, 580, 7, 34706], [0, 447, 6, 8081, 30, 191, 167, 5, 5062, 5, 3439, 326, 25, 64, 74, 0, 85, 4, 253, 101, 5, 0, 4369], [37, 33, 159, 8081, 48, 3, 0, 181, 1613, 115, 6, 0, 85], [0, 181, 1613, 4881, 30, 0, 60684, 1641, 2696, 799, 13663, 5, 0, 56045, 2533], [20, 30, 481, 4, 2715, 12, 8081, 30, 181, 181, 73, 306, 4816, 5, 12, 53, 12358, 0, 115, 7, 530, 25, 1388, 4, 4599, 46, 270, 3, 162, 777], [47, 6020, 5, 1295, 30, 3006, 6, 0, 85, 5, 20, 86, 169, 20436, 22]], [[63, 30, 201, 747, 6, 8081, 34, 20, 30, 149, 0, 181, 814, 3439, 7289, 6, 2592, 931], [359, 62, 0, 115, 9241, 7, 306, 38344, 113, 0, 17222, 30, 159, 25, 6798], [1181, 0, 115, 107, 30, 2215, 10473, 34, 12, 54, 190, 1652], [113, 3, 37, 0, 1031, 78, 30, 1190, 0, 62873, 716, 7, 92, 3, 0, 760, 475, 98, 0, 937, 430, 3708, 12, 43, 7024, 1508, 8081, 9595]]]",20,0.005961251862891207
UNESCO,"[[[10651, 30, 0, 104, 471, 3405, 2440, 5, 1704, 734], [], [20, 30, 7, 429, 3, 0, 104, 471, 750]], [[10651, 203, 47, 2800, 7, 6931, 120, 49, 0, 156, 3, 85, 136, 819, 30, 4, 1190, 0, 475, 3, 349, 6, 0, 1676, 3, 300, 5, 787], [20, 14219, 37, 21, 275, 513, 161, 600, 131, 631, 10, 64, 1121, 5, 1295], [37, 30, 12073, 4, 275, 68, 513, 1816, 0, 1067, 3, 264, 5, 473, 248], [20, 52, 275, 2164, 77, 1637, 6, 0, 750, 311], []], [[10651, 33, 393]], [[10651, 841, 4, 2874, 102, 20, 303, 4, 88, 131, 228, 371, 631, 1132, 1121, 659, 5, 473, 1121, 1295, 3572, 5, 419], [77, 716, 6124, 21, 10651, 30, 10624, 2026, 5, 2513, 1470, 2914], [10651, 52, 2099, 102, 43, 399, 85, 3455, 1558], [7, 85, 3455, 576, 30, 7, 481, 557, 560, 46, 3366, 241], [83, 7, 241, 30, 7, 85, 3455, 576, 0, 241, 86, 36, 30, 4526, 7, 20, 86, 455, 4699, 419, 10, 0, 581], [0, 98674, 10, 880, 455, 7, 530, 3, 419, 13, 0, 1295, 3, 71549], [10651, 30, 52, 7, 393, 3, 0, 104, 471, 380], [5, 161, 10, 6196, 380, 1204]]]",Venice,"[[[8081, 30, 7, 115, 6, 931], [20, 30, 0, 351, 3, 0, 36070, 368, 42, 30, 6, 0, 193, 322, 3, 0, 123], [0, 485, 3, 0, 23213, 4861, 36630, 42, 30, 8081, 47, 16196, 5, 47, 2545, 30], [237, 30], [0, 485, 3, 8081, 1003, 578, 13, 11073, 22, 7, 7203, 571, 5, 30, 114, 124, 250]], [[8081, 30, 1190, 13, 357, 583, 12, 30, 1350, 21, 4369], [69, 1007, 0, 4369, 21, 109, 357, 1641], [39, 86, 52, 16107, 531, 0, 115, 13, 2377, 150, 2307, 2377, 5, 2822, 2377], [0, 181, 1613, 18195, 1554, 3, 2377, 580, 7, 34706], [0, 447, 6, 8081, 30, 191, 167, 5, 5062, 5, 3439, 326, 25, 64, 74, 0, 85, 4, 253, 101, 5, 0, 4369], [37, 33, 159, 8081, 48, 3, 0, 181, 1613, 115, 6, 0, 85], [0, 181, 1613, 4881, 30, 0, 60684, 1641, 2696, 799, 13663, 5, 0, 56045, 2533], [20, 30, 481, 4, 2715, 12, 8081, 30, 181, 181, 73, 306, 4816, 5, 12, 53, 12358, 0, 115, 7, 530, 25, 1388, 4, 4599, 46, 270, 3, 162, 777], [47, 6020, 5, 1295, 30, 3006, 6, 0, 85, 5, 20, 86, 169, 20436, 22]], [[63, 30, 201, 747, 6, 8081, 34, 20, 30, 149, 0, 181, 814, 3439, 7289, 6, 2592, 931], [359, 62, 0, 115, 9241, 7, 306, 38344, 113, 0, 17222, 30, 159, 25, 6798], [1181, 0, 115, 107, 30, 2215, 10473, 34, 12, 54, 190, 1652], [113, 3, 37, 0, 1031, 78, 30, 1190, 0, 62873, 716, 7, 92, 3, 0, 760, 475, 98, 0, 937, 430, 3708, 12, 43, 7024, 1508, 8081, 9595]]]",17,0.013676588897827836
Ferry,"[[[5006, 30, 7, 2377, 46, 1370, 12, 30, 234, 4, 190, 69, 1907, 46, 219, 531, 426, 719, 3, 430, 125, 7, 937, 1241, 5, 620]], [[6, 109, 241, 204, 0, 85, 5006, 30, 191, 481, 10, 198, 1878], [77, 3, 37, 241, 86, 91, 30, 1022, 21, 5006, 113, 39, 33, 84, 586, 46, 1609, 17, 1641, 46, 4516, 12, 1429, 101, 4, 1482, 241, 2094, 88, 39, 33, 130, 2044, 22, 42, 4, 607, 7350, 401, 20, 30, 7, 922, 46, 91, 7, 9763]], [[1071, 0, 1305, 6, 7, 5006, 30, 415, 5, 1071, 20, 390, 30, 642, 10], [109, 5006, 52, 1619, 569, 77, 151, 33, 261, 3087, 1008, 949, 0, 5006, 4, 1619, 1470, 13, 534]], [[0, 1388, 5006, 86, 52, 1702, 4, 190, 1318, 46, 645, 21, 5006]], [[0, 6268, 3, 415, 4894, 2395, 6, 42, 69, 2357, 355, 80706, 6, 30, 48, 3, 0, 1797, 5006, 1960, 3, 397, 79], [20, 30, 1157, 21, 7, 12715, 393, 4458, 4, 383, 0, 7331, 1888, 3, 0, 5006]]]",Venice,"[[[8081, 30, 7, 115, 6, 931], [20, 30, 0, 351, 3, 0, 36070, 368, 42, 30, 6, 0, 193, 322, 3, 0, 123], [0, 485, 3, 0, 23213, 4861, 36630, 42, 30, 8081, 47, 16196, 5, 47, 2545, 30], [237, 30], [0, 485, 3, 8081, 1003, 578, 13, 11073, 22, 7, 7203, 571, 5, 30, 114, 124, 250]], [[8081, 30, 1190, 13, 357, 583, 12, 30, 1350, 21, 4369], [69, 1007, 0, 4369, 21, 109, 357, 1641], [39, 86, 52, 16107, 531, 0, 115, 13, 2377, 150, 2307, 2377, 5, 2822, 2377], [0, 181, 1613, 18195, 1554, 3, 2377, 580, 7, 34706], [0, 447, 6, 8081, 30, 191, 167, 5, 5062, 5, 3439, 326, 25, 64, 74, 0, 85, 4, 253, 101, 5, 0, 4369], [37, 33, 159, 8081, 48, 3, 0, 181, 1613, 115, 6, 0, 85], [0, 181, 1613, 4881, 30, 0, 60684, 1641, 2696, 799, 13663, 5, 0, 56045, 2533], [20, 30, 481, 4, 2715, 12, 8081, 30, 181, 181, 73, 306, 4816, 5, 12, 53, 12358, 0, 115, 7, 530, 25, 1388, 4, 4599, 46, 270, 3, 162, 777], [47, 6020, 5, 1295, 30, 3006, 6, 0, 85, 5, 20, 86, 169, 20436, 22]], [[63, 30, 201, 747, 6, 8081, 34, 20, 30, 149, 0, 181, 814, 3439, 7289, 6, 2592, 931], [359, 62, 0, 115, 9241, 7, 306, 38344, 113, 0, 17222, 30, 159, 25, 6798], [1181, 0, 115, 107, 30, 2215, 10473, 34, 12, 54, 190, 1652], [113, 3, 37, 0, 1031, 78, 30, 1190, 0, 62873, 716, 7, 92, 3, 0, 760, 475, 98, 0, 937, 430, 3708, 12, 43, 7024, 1508, 8081, 9595]]]",13,0.4642857142857143
Florence,"[[[8091, 1031, 92883, 30, 0, 351, 115, 3, 0, 368, 3, 22990], [128160, 6, 931], [25, 4, 0, 115, 30, 52, 0, 351, 3, 0, 1859, 3, 931], [8091, 30, 13, 0, 46265, 620], [0, 115, 33, 7, 485, 3, 204, 69, 5, 7, 5151, 485, 3, 74, 899], [0, 353, 237, 33, 77, 69], [0, 115, 30, 7, 313, 3, 6101, 291, 312, 5, 1179], [20, 30, 456, 1568, 0, 10960, 3, 0, 1031, 7694, 5, 30, 173, 1067, 21, 0, 27725, 213], [8091, 30, 52, 1613, 10, 47, 1695, 760, 5, 3858], [20, 30, 203, 12, 3, 0, 181, 481, 291, 2131, 3, 0, 232, 6196, 682, 46, 161, 6, 8091]]]",Venice,"[[[8081, 30, 7, 115, 6, 931], [20, 30, 0, 351, 3, 0, 36070, 368, 42, 30, 6, 0, 193, 322, 3, 0, 123], [0, 485, 3, 0, 23213, 4861, 36630, 42, 30, 8081, 47, 16196, 5, 47, 2545, 30], [237, 30], [0, 485, 3, 8081, 1003, 578, 13, 11073, 22, 7, 7203, 571, 5, 30, 114, 124, 250]], [[8081, 30, 1190, 13, 357, 583, 12, 30, 1350, 21, 4369], [69, 1007, 0, 4369, 21, 109, 357, 1641], [39, 86, 52, 16107, 531, 0, 115, 13, 2377, 150, 2307, 2377, 5, 2822, 2377], [0, 181, 1613, 18195, 1554, 3, 2377, 580, 7, 34706], [0, 447, 6, 8081, 30, 191, 167, 5, 5062, 5, 3439, 326, 25, 64, 74, 0, 85, 4, 253, 101, 5, 0, 4369], [37, 33, 159, 8081, 48, 3, 0, 181, 1613, 115, 6, 0, 85], [0, 181, 1613, 4881, 30, 0, 60684, 1641, 2696, 799, 13663, 5, 0, 56045, 2533], [20, 30, 481, 4, 2715, 12, 8081, 30, 181, 181, 73, 306, 4816, 5, 12, 53, 12358, 0, 115, 7, 530, 25, 1388, 4, 4599, 46, 270, 3, 162, 777], [47, 6020, 5, 1295, 30, 3006, 6, 0, 85, 5, 20, 86, 169, 20436, 22]], [[63, 30, 201, 747, 6, 8081, 34, 20, 30, 149, 0, 181, 814, 3439, 7289, 6, 2592, 931], [359, 62, 0, 115, 9241, 7, 306, 38344, 113, 0, 17222, 30, 159, 25, 6798], [1181, 0, 115, 107, 30, 2215, 10473, 34, 12, 54, 190, 1652], [113, 3, 37, 0, 1031, 78, 30, 1190, 0, 62873, 716, 7, 92, 3, 0, 760, 475, 98, 0, 937, 430, 3708, 12, 43, 7024, 1508, 8081, 9595]]]",180,0.3284671532846715
Pisa,"[[[28549, 30, 7, 115, 6, 22990, 931], [59, 69, 682, 6, 0, 115], [0, 115, 33, 7, 191, 173, 5, 13038, 299], [0, 8303, 2935, 3, 28549, 30, 7, 1613, 4816, 3, 28549]]]",Venice,"[[[8081, 30, 7, 115, 6, 931], [20, 30, 0, 351, 3, 0, 36070, 368, 42, 30, 6, 0, 193, 322, 3, 0, 123], [0, 485, 3, 0, 23213, 4861, 36630, 42, 30, 8081, 47, 16196, 5, 47, 2545, 30], [237, 30], [0, 485, 3, 8081, 1003, 578, 13, 11073, 22, 7, 7203, 571, 5, 30, 114, 124, 250]], [[8081, 30, 1190, 13, 357, 583, 12, 30, 1350, 21, 4369], [69, 1007, 0, 4369, 21, 109, 357, 1641], [39, 86, 52, 16107, 531, 0, 115, 13, 2377, 150, 2307, 2377, 5, 2822, 2377], [0, 181, 1613, 18195, 1554, 3, 2377, 580, 7, 34706], [0, 447, 6, 8081, 30, 191, 167, 5, 5062, 5, 3439, 326, 25, 64, 74, 0, 85, 4, 253, 101, 5, 0, 4369], [37, 33, 159, 8081, 48, 3, 0, 181, 1613, 115, 6, 0, 85], [0, 181, 1613, 4881, 30, 0, 60684, 1641, 2696, 799, 13663, 5, 0, 56045, 2533], [20, 30, 481, 4, 2715, 12, 8081, 30, 181, 181, 73, 306, 4816, 5, 12, 53, 12358, 0, 115, 7, 530, 25, 1388, 4, 4599, 46, 270, 3, 162, 777], [47, 6020, 5, 1295, 30, 3006, 6, 0, 85, 5, 20, 86, 169, 20436, 22]], [[63, 30, 201, 747, 6, 8081, 34, 20, 30, 149, 0, 181, 814, 3439, 7289, 6, 2592, 931], [359, 62, 0, 115, 9241, 7, 306, 38344, 113, 0, 17222, 30, 159, 25, 6798], [1181, 0, 115, 107, 30, 2215, 10473, 34, 12, 54, 190, 1652], [113, 3, 37, 0, 1031, 78, 30, 1190, 0, 62873, 716, 7, 92, 3, 0, 760, 475, 98, 0, 937, 430, 3708, 12, 43, 7024, 1508, 8081, 9595]]]",16,0.012628255722178374
Trieste,"[[[28776, 30, 7, 115, 6, 0, 193, 322, 3, 931, 6, 0, 368, 3, 56061, 36630, 49344]]]",Venice,"[[[8081, 30, 7, 115, 6, 931], [20, 30, 0, 351, 3, 0, 36070, 368, 42, 30, 6, 0, 193, 322, 3, 0, 123], [0, 485, 3, 0, 23213, 4861, 36630, 42, 30, 8081, 47, 16196, 5, 47, 2545, 30], [237, 30], [0, 485, 3, 8081, 1003, 578, 13, 11073, 22, 7, 7203, 571, 5, 30, 114, 124, 250]], [[8081, 30, 1190, 13, 357, 583, 12, 30, 1350, 21, 4369], [69, 1007, 0, 4369, 21, 109, 357, 1641], [39, 86, 52, 16107, 531, 0, 115, 13, 2377, 150, 2307, 2377, 5, 2822, 2377], [0, 181, 1613, 18195, 1554, 3, 2377, 580, 7, 34706], [0, 447, 6, 8081, 30, 191, 167, 5, 5062, 5, 3439, 326, 25, 64, 74, 0, 85, 4, 253, 101, 5, 0, 4369], [37, 33, 159, 8081, 48, 3, 0, 181, 1613, 115, 6, 0, 85], [0, 181, 1613, 4881, 30, 0, 60684, 1641, 2696, 799, 13663, 5, 0, 56045, 2533], [20, 30, 481, 4, 2715, 12, 8081, 30, 181, 181, 73, 306, 4816, 5, 12, 53, 12358, 0, 115, 7, 530, 25, 1388, 4, 4599, 46, 270, 3, 162, 777], [47, 6020, 5, 1295, 30, 3006, 6, 0, 85, 5, 20, 86, 169, 20436, 22]], [[63, 30, 201, 747, 6, 8081, 34, 20, 30, 149, 0, 181, 814, 3439, 7289, 6, 2592, 931], [359, 62, 0, 115, 9241, 7, 306, 38344, 113, 0, 17222, 30, 159, 25, 6798], [1181, 0, 115, 107, 30, 2215, 10473, 34, 12, 54, 190, 1652], [113, 3, 37, 0, 1031, 78, 30, 1190, 0, 62873, 716, 7, 92, 3, 0, 760, 475, 98, 0, 937, 430, 3708, 12, 43, 7024, 1508, 8081, 9595]]]",35,0.20348837209302328
Venetian,"[[[18195, 107, 1702]], [[], [1096, 11089, 4, 8081], [], [1096, 11089, 4, 0, 874, 3, 8081, 7, 92, 12, 3604, 25, 0, 288, 589, 207, 0, 288, 589, 18195, 1032]]]",Venice,"[[[8081, 30, 7, 115, 6, 931], [20, 30, 0, 351, 3, 0, 36070, 368, 42, 30, 6, 0, 193, 322, 3, 0, 123], [0, 485, 3, 0, 23213, 4861, 36630, 42, 30, 8081, 47, 16196, 5, 47, 2545, 30], [237, 30], [0, 485, 3, 8081, 1003, 578, 13, 11073, 22, 7, 7203, 571, 5, 30, 114, 124, 250]], [[8081, 30, 1190, 13, 357, 583, 12, 30, 1350, 21, 4369], [69, 1007, 0, 4369, 21, 109, 357, 1641], [39, 86, 52, 16107, 531, 0, 115, 13, 2377, 150, 2307, 2377, 5, 2822, 2377], [0, 181, 1613, 18195, 1554, 3, 2377, 580, 7, 34706], [0, 447, 6, 8081, 30, 191, 167, 5, 5062, 5, 3439, 326, 25, 64, 74, 0, 85, 4, 253, 101, 5, 0, 4369], [37, 33, 159, 8081, 48, 3, 0, 181, 1613, 115, 6, 0, 85], [0, 181, 1613, 4881, 30, 0, 60684, 1641, 2696, 799, 13663, 5, 0, 56045, 2533], [20, 30, 481, 4, 2715, 12, 8081, 30, 181, 181, 73, 306, 4816, 5, 12, 53, 12358, 0, 115, 7, 530, 25, 1388, 4, 4599, 46, 270, 3, 162, 777], [47, 6020, 5, 1295, 30, 3006, 6, 0, 85, 5, 20, 86, 169, 20436, 22]], [[63, 30, 201, 747, 6, 8081, 34, 20, 30, 149, 0, 181, 814, 3439, 7289, 6, 2592, 931], [359, 62, 0, 115, 9241, 7, 306, 38344, 113, 0, 17222, 30, 159, 25, 6798], [1181, 0, 115, 107, 30, 2215, 10473, 34, 12, 54, 190, 1652], [113, 3, 37, 0, 1031, 78, 30, 1190, 0, 62873, 716, 7, 92, 3, 0, 760, 475, 98, 0, 937, 430, 3708, 12, 43, 7024, 1508, 8081, 9595]]]",123,1.0
Patent,"[[[7, 5996, 455, 7, 13210, 0, 248, 4, 837, 68, 69, 159, 46, 234, 44, 10569], [83, 1318, 159, 46, 234, 12, 10569, 296, 30, 949, 4, 0, 13210, 86, 6415, 12, 899, 6, 202, 4, 159, 101, 837], [0, 13210, 86, 1243, 0, 5996, 4, 170, 899, 46, 128]], [[7, 5996, 76, 10, 60, 4, 62, 5946, 13, 0, 123], [49, 12, 1544, 86, 4522, 0, 10569]], [[236, 123, 33, 47, 261, 5996], [132, 455, 327, 5996], [474, 455, 792, 5996], [0, 104, 112, 455, 104, 112, 5996], [29, 13210, 86, 169, 7, 5996, 6, 130, 123, 0, 13210, 303], [29, 13210, 86, 169, 5996, 6, 109, 494, 123, 10, 0, 215, 10569], [236, 5996, 6, 236, 123, 772, 308, 4, 169]], [[0, 1067, 10, 5996, 30, 793, 6, 181, 123]]]",Venice,"[[[8081, 30, 7, 115, 6, 931], [20, 30, 0, 351, 3, 0, 36070, 368, 42, 30, 6, 0, 193, 322, 3, 0, 123], [0, 485, 3, 0, 23213, 4861, 36630, 42, 30, 8081, 47, 16196, 5, 47, 2545, 30], [237, 30], [0, 485, 3, 8081, 1003, 578, 13, 11073, 22, 7, 7203, 571, 5, 30, 114, 124, 250]], [[8081, 30, 1190, 13, 357, 583, 12, 30, 1350, 21, 4369], [69, 1007, 0, 4369, 21, 109, 357, 1641], [39, 86, 52, 16107, 531, 0, 115, 13, 2377, 150, 2307, 2377, 5, 2822, 2377], [0, 181, 1613, 18195, 1554, 3, 2377, 580, 7, 34706], [0, 447, 6, 8081, 30, 191, 167, 5, 5062, 5, 3439, 326, 25, 64, 74, 0, 85, 4, 253, 101, 5, 0, 4369], [37, 33, 159, 8081, 48, 3, 0, 181, 1613, 115, 6, 0, 85], [0, 181, 1613, 4881, 30, 0, 60684, 1641, 2696, 799, 13663, 5, 0, 56045, 2533], [20, 30, 481, 4, 2715, 12, 8081, 30, 181, 181, 73, 306, 4816, 5, 12, 53, 12358, 0, 115, 7, 530, 25, 1388, 4, 4599, 46, 270, 3, 162, 777], [47, 6020, 5, 1295, 30, 3006, 6, 0, 85, 5, 20, 86, 169, 20436, 22]], [[63, 30, 201, 747, 6, 8081, 34, 20, 30, 149, 0, 181, 814, 3439, 7289, 6, 2592, 931], [359, 62, 0, 115, 9241, 7, 306, 38344, 113, 0, 17222, 30, 159, 25, 6798], [1181, 0, 115, 107, 30, 2215, 10473, 34, 12, 54, 190, 1652], [113, 3, 37, 0, 1031, 78, 30, 1190, 0, 62873, 716, 7, 92, 3, 0, 760, 475, 98, 0, 937, 430, 3708, 12, 43, 7024, 1508, 8081, 9595]]]",53,0.4491525423728814
